date,hs_code,product_description,consignee,shipper,Notify Party Name,std_qty,std_unit,gross_weight,qty,unit,unit_rate_usd,value_usd,origin_country,origin_port,dest_country,dest_port,Bill of Lading,shipment_mode,measurement,Actual Duty,Port of Delivery,Container TEU,Freight Term,Marks Number,Consignee Address,Shipper Address,Notify Party Address,hs_description,source_country_field,month,direction,hs2,hs4,commodity,source_file,currency_detected,unit_rate_norm_usd,value_norm_usd
2024-09-13 00:00:00,7311009990,Cryogenic Tank-Vt-11-17.2-Cs S-N:Vt-11-2001-17.2Cs,Air Products Malaysia Sdn Bhd,Taylor Whorton Beijing Cryogenic,,7000.0,KGS,0.0,7000.0,KGS,4.29,30064.89,China,Not Available,Malaysia,Not Available,487856,-,-,0,-,-,-,-,,,,"Containers for compressed or liquefied gas, of iron or steel., Other",Malaysia T3  Import,2024-09-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,4.29,30064.89
2024-11-22 00:00:00,7311009900,1 Units. Cryogenic Storage Tank    S-N: Ms7391,Eleet Cryogenics Inc,Taylor Warthon Malaysia Sdn Bhd,,20500.0,KGS,0.0,20500.0,KGS,4.06,83252.58,Malaysia,Not Available,United States,Not Available,0,-,-,0,-,-,-,-,,,,"Containers for compressed or liquefied gas, of iron or steel., Other",Malaysia T3  Export,2024-11-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,4.06,83252.58
2024-10-28 00:00:00,7311009900,1 Units. Cryogenic Storage Tank    S-N: Mh7402,Eleet Cryogenics Inc,Taylor Warthon Malaysia Sdn Bhd,,12905.0,KGS,0.0,12905.0,KGM,4.16,53682.17,Malaysia,Not Available,United States,Not Available,0,-,-,0,-,-,-,-,,,,"Containers for compressed or liquefied gas, of iron or steel., Other",Malaysia T3  Export,2024-10-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,4.16,53682.17
2025-04-01 00:00:00,7311009900,"Steel Tank   (Cont Tank)   , Capacity 21100 Liters , Pressure: 29.9 Bar , Used To Contain Nitrous Oxide   (N2O)   Gas , Used Goods , Tank Number: Cicu3880708 , Nitrous Oxide Belongs To Declaration Number: 107064385520-A11",Chinh Thuong Import Export Trading Investment Company Limited,Fujian Unite Material Technology Co Ltd,,1.0,NOS,0.0,1.0,NOS,63000.0,63000.0,China,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,House Number 198 Phu Dien Street Phu Dien Ward Bac Tu Lien District,Jinshan Fine Chemical Industry Park,,nan,Vietnam T3  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,63000.0,63000.0
2025-04-01 00:00:00,7311009900,"Steel Tank   (Cont Tank)   , Capacity 21100 Liters , Pressure: 29.9 Bar , Used To Contain Nitrous Oxide   (N2O)   Gas , Used Goods , Tank Number: Cicu3880143 , Nitrous Oxide Belongs To Declaration Number: 107064385520-A11",Chinh Thuong Import Export Trading Investment Company Limited,Fujian Unite Material Technology Co Ltd,,1.0,NOS,0.0,1.0,NOS,63000.0,63000.0,China,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,House Number 198 Phu Dien Street Phu Dien Ward Bac Tu Lien District,Jinshan Fine Chemical Industry Park,,nan,Vietnam T3  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,63000.0,63000.0
2025-04-22 00:00:00,731100,Cryogenic Tank For Liquified Gases,Air Liquide Electronics U S Lp,Inox India Ltd,FLEXPORT INTERNATIONAL LLC,17.0,PKG,571215.0,17.0,PKG,0.0,0.0,India,Kandla,United States,VANCOUVER BC CANADA CAVAN ,HCLEBOMSE2505609,-,-,-,-,0,-,N/M,9811 Katy Freeway Suite 100,"Unit-12, Survey No. 192/1 P 2 Boru Road, Near Narmada Colony 12","760 MARKET STREET , FLOOR 8SAN FRANCISCO , CA 94102ATTN:ARRIVALNOTICE@FLEXPORT.COMOPS@FLEXPORT.COM TEL:+1415 688 4477 760",nan,USA T3+  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,0.0,0.0
2025-04-07 00:00:00,731100,Static Cryogenic Storage Empty Tank,Plug Power D B Awesmor Cyrogenics,Cryolor Asia Pacific Pvt. Ltd.,Z To Order and NA,1.0,PKG,26200.0,1.0,PKG,0.0,0.0,India,OP India,United States,Houston,TGFHTMAA6997802,-,-,-,-,0,-,,25918 Hardin Store Road,"NH 45 Kadamalai Puttur Post, Perumberkandigai Taluk",,nan,USA T3+  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,0.0,0.0
2025-02-15 00:00:00,731100,Static Cryogenic Storage Empty Tank,Plug Power D B Awesmor Cyrogenics,Cryolor Asia Pacific Pvt Ltd,Cryolor S A,2.0,PKG,12500.0,2.0,PKG,0.0,0.0,Belgium,OP Belgium,United States,Houston,TGFHTMAA6902308,-,-,-,-,0,-,,25918 Hardin Store Road,"NO-1 , G.S.T ROAD , NH-45 , KADAMALAIPUTHUR VILLAGEPERUMBERKANDIGAI POST , MADURANTAKAMTALUK",ZI Les Jonquieres BP7,nan,USA T3+  Import,2025-02-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,0.0,0.0
2025-03-03 00:00:00,731100,Static Cryogenic Storage Empty Tank,Plug Power D B Awesmor Cyrogenics,Cryolor Asia Pacific Pvt Ltd,Cryolor S A,14.0,PKG,247400.0,14.0,PKG,0.0,0.0,India,OP India,United States,Houston,TGFHTMAA6951388,-,-,-,-,0,-,,25918 Hardin Store Road,"NO-1 , G.S.T ROAD , NH-45 , KADAMALAIPUTHUR VILLAGEPERUMBERKANDIGAI POST , MADURANTAKAMTALUK",ZI Les Jonquieres BP7,nan,USA T3+  Import,2025-03-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,0.0,0.0
2025-04-01 00:00:00,7311009900,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Of Tkx 307270581240-B11)  . Unit= Tank#&Jp",Cong Ty Tnhh Linh Kien Dien Tu Sei Viet Nam,Tomoe Vietnam Co. Ltd.,,2.0,UNT,0.0,2.0,UNT,2342.83483,4685.66966,Vietnam,Not Available,Vietnam,Not Available,,-,-,-,-,-,-,-,LO C-6,"Lot 10, Ts27 Street, Tien Son Industrial Park, Tan Hong Ward",,nan,Vietnam T3  Export,2025-04-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2342.83483,4685.66966
2025-06-09 00:00:00,7311009900,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Of Tkx 307467878600-B11)  . Unit= Tank",Cong Ty Tnhh Linh Kien Dien Tu Sei Viet Nam,Tomoe Vietnam Co. Ltd.,,1.0,UNT,0.0,1.0,UNT,2321.08317,2321.08317,Vietnam,Not Available,Vietnam,Not Available,,-,-,-,-,-,-,-,LO C-6,Lot No. 10 Ts27 Road Tien Son Industrial Park Tan Hong Ward Tu Son Town,,nan,Vietnam T3  Export,2025-06-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2321.08317,2321.08317
2025-06-26 00:00:00,7311009900,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Of Tkx 307523193740-B11)  . Unit= Tank",Cong Ty Tnhh Linh Kien Dien Tu Sei Viet Nam,Tomoe Vietnam Co. Ltd.,,2.0,UNT,0.0,2.0,UNT,2321.08317,4642.16634,Vietnam,Not Available,Vietnam,Not Available,,-,-,-,-,-,-,-,LO C-6,Lot No. 10 Ts27 Road Tien Son Industrial Park Tan Hong Ward Tu Son Town,,nan,Vietnam T3  Export,2025-06-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2321.08317,4642.16634
2025-04-02 00:00:00,7311009900,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Tk 107067138030 E13)  . Unit = Tank",Sei Electronic Components Vietnam Ltd,Cong Ty Tnhh Tomoe Vietnam,,2.0,UNT,0.0,2.0,UNT,2342.83483,4685.66966,Japan,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,"Plot C6, Thang Long Industrial","Lo So 10, Duong TS 27, KCN Tien Son",,nan,Vietnam T3  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2342.83483,4685.66966
2025-03-14 00:00:00,7311009900,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Tk 107015546410 E13)  . Unit = Tank",Sei Electronics Components Vietnam Ltd,Cong Ty Tnhh Tomoe Vietnam,,1.0,UNT,0.0,1.0,UNT,2364.06619,2364.06619,Japan,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,,"Lo So 10, Duong TS 27, KCN Tien Son",,nan,Vietnam T3  Import,2025-03-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2364.06619,2364.06619
2025-01-24 00:00:00,7311009900,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Tk 106911014010 E13)  . Unit = Tank",Sei Electronics Components Vietnam Ltd,Cong Ty Tnhh Tomoe Vietnam,,1.0,UNT,0.0,1.0,UNT,2381.99213,2381.99213,Japan,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,,"Lo So 10, Duong TS 27, KCN Tien Son",,nan,Vietnam T3  Import,2025-01-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2381.99213,2381.99213
2025-03-06 00:00:00,73110027,"30 Liter Liquid Nitrogen Tank Shell , Capacity 30L , Cylindrical Shape , Cast Steel , Used-Re-Exported Line 1 Tk 106990260532-G13#&Vn",Cong Ty Tnhh Khkt Luxvisions Innovation,Vinmed Industrial Equipment Material Equipment Joint Stock Company,,2.0,UNL,0.0,2.0,UNL,532.3089,1064.6178,Vietnam,Not Available,Vietnam,Not Available,,-,-,-,-,-,-,-,SO 1,Lot 13 Hung Loc Industrial Cluster Hung Loc Commune Vinh City Nghe An Province,,nan,Vietnam T3  Export,2025-03-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,532.3089,1064.6178
2025-01-24 00:00:00,73110099,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Of Tkx 307107435410-B11)  . Unit= Tank",Cong Ty Tnhh Linh Kien Dien Tu Sei,Tomoe Vietnam Co. Ltd.,,1.0,UNT,0.0,1.0,UNT,2381.99213,2381.99213,Vietnam,Not Available,Vietnam,Not Available,,-,-,-,-,-,-,-,"Lo C-6, Khu Cong Nghiep Thang Long, Xa Vong La, Huyen Dong Anh",Lot No. 10 Ts27 Street Tien Son Industrial Park Tan Hong Ward,,nan,Vietnam T3  Export,2025-01-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2381.99213,2381.99213
2025-01-13 00:00:00,73110099,"Gas Tank   (Used)   , Capacity 150-180 L , Working Pressure 14 Bar , Cylindrical Shape Made Of Stainless Steel   (Used To Contain Liquid Argon Item 1 Of Tkx 307066855340 -B11)  . Unit= Tank",Cong Ty Tnhh Linh Kien Dien Tu Sei,Tomoe Vietnam Co. Ltd.,,2.0,UNT,0.0,2.0,UNT,2381.99213,4763.98426,Vietnam,Not Available,Vietnam,Not Available,,-,-,-,-,-,-,-,"Lo C-6, Khu Cong Nghiep Thang Long, Xa Vong La, Huyen Dong Anh",Lot No. 10 Ts27 Street Tien Son Industrial Park Tan Hong Ward,,nan,Vietnam T3  Export,2025-01-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,2381.99213,4763.98426
2025-05-21 09:15:00,7311000000,300 Pcs Yeni Araba Silindir Tanklari [Car Cylinder Tank],Miss Dorothy Boakyewaa,Akici Trade Freight Lojistik Ithalat Ihracat Ticaret Limited Sirketi,,300.0,NOS,16385.0,300.0,PCS,16.52,4954.983,Turkey,Not Available,Ghana,Not Available,40525286957,-,-,-,-,-,-,-,,,,"Containers for compressed or liquefied gas, of iron or steel.",Ghana T3  Import,2025-05-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,16.52,4954.983
2025-02-10 00:00:00,7311009900,1 Unit Cryogenic Storage Tank Stock Code :Vtm-13000-250,Eleet Cryogenics Inc,Taylor Wharton Malaysia Sdn Bhd,,22295.0,KGM,0.0,22295.0,KGM,3.45,76858.0,Malaysia,Not Available,United States,Not Available,0,-,-,0,-,-,-,-,11132 Industrial Parkway NW,"LOT NOS PT 5073,5076 & 5077",,"Containers for compressed or liquefied gas, of iron or steel., Other",Malaysia T3  Export,2025-02-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,3.45,76858.0
2025-05-28 00:00:00,7311009900,Units. Cryogenic Storage Tank S/N : Ms7479,Eleet Cryogenics Inc,Taylor Wharton Malaysia Sdn Bhd,,22295.0,KGS,0.0,22295.0,KGS,3.61,80560.4,Malaysia,Not Available,United States,Not Available,0,-,-,0,-,-,-,-,11132 Industrial Parkway NW,"LOT NOS PT 5073,5076 & 5077",,"Containers for compressed or liquefied gas, of iron or steel., Other",Malaysia T3  Export,2025-05-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,3.61,80560.4
2025-04-03 00:00:00,7311009100,Cryogenic Tank-Vt-35-17Cs- 1 Set,Air Liquide Malaysia Sdn. Bhd.,Taylor Wharton Beijing Cryogenic Equipment Co Ltd,,17500.0,KGS,0.0,17500.0,KGS,7.19,125874.45,China,Not Available,Malaysia,Not Available,170263,-,-,25203.61,-,-,-,-,"C-31-6, Jaya One, No. 72A, Jalan Uni","East End of Ping An Street, Xianghe Economic Development Zone",,"Containers for compressed or liquefied gas, of iron or steel., Of a capacity not exceeding 7.3l",Malaysia T3  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,7.19,125874.45
2025-04-03 00:00:00,7311009100,Cryogenic Tank-Vt-50-17Cs- 1 Set,Air Liquide Malaysia Sdn. Bhd.,Taylor Wharton Beijing Cryogenic Equipment Co Ltd,,21200.0,KGS,0.0,21200.0,KGS,5.94,125874.45,China,Not Available,Malaysia,Not Available,170264,-,-,30748.44,-,-,-,-,"C-31-6, Jaya One, No. 72A, Jalan Uni","East End of Ping An Street, Xianghe Economic Development Zone",,"Containers for compressed or liquefied gas, of iron or steel., Of a capacity not exceeding 7.3l",Malaysia T3  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,5.94,125874.45
2025-06-27 00:00:00,7311009900,"10000Litres,Liquid Nitrogen Storagetank,/Vacuum Insulatedevaporator(''",Pxm Malaysia Sdn Bhd,Linde Malaysia Sdn Bhd,,7000.0,KGS,0.0,7000.0,KGS,1.52,10647.34,Malaysia,Not Available,Malaysia,Not Available,0,-,-,0,-,-,-,-,"PLOT 157, BAYAN LEPAS",,,"Containers for compressed or liquefied gas, of iron or steel., Other",Malaysia T3  Export,2025-06-01,Export,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,1.52,10647.34
2025-04-17 00:00:00,7311002900,"Empty Tank Containing Liquid Oxygen , Nitrogen , Argon   (Lo2 , Ln2 , Lar)   Volume: 16 , 700 Liters   (Used Goods , Quality Remains Over 80%)   Rated Working Pressure Over 0.7 Bar , Designed Not To Be Installed On ....",Lpg Company Limited,Kashiwa Chemical Company Ltd.,,1.0,SET,0.0,1.0,SET,13000.0,13000.0,Japan,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,,631-11 Toyoshibiki,,nan,Vietnam T3  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,13000.0,13000.0
2025-02-13 00:00:00,7311002900,"Liquid Oxygen Tank   (Empty Tank)   , Model: Rfdly5-1.6-00 , Volume: 5M3 , Stainless Steel Cylinder , Height 3690Mm , Outside Diamtr: 2000Mm , Brand: Hebei Runfeng. 100% New",Equipment And Medical Gas Systems Company Ltd,Hebei Runfeng Low Temperature Equipment Co Ltd,,1.0,NOS,0.0,1.0,NOS,13145.0,13145.0,China,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,"Vuon Hoa Village, Tran Nhan Tong Street, Ninh Phuc Commune",,,nan,Vietnam T3  Import,2025-02-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,13145.0,13145.0
2025-04-08 00:00:00,7311002900,"Liquefied Co2 Storage Tank ,   (20M3 Liquid Co2 Storage Tank)   Made Of Steel , Cylindrical , Hollow , 100% New , Model: Cfl20-2.16 , Volume: 20M3 , Working Pressure: 2.16 Mpa.",Cncd Viet Nam Gas Equipment Company Ltd.,"Xinxiang Chengde Energy Technology Equipment Co., Ltd.",,2.0,NOS,0.0,2.0,NOS,22000.0,44000.0,China,Not Available,Vietnam,Not Available,,-,-,0,-,-,-,-,"No. 8C, Cu Chinh Lan Street - Khuong Mai Ward - Thanh Xuan District",Fengquan District,,nan,Vietnam T3  Import,2025-04-01,Import,73,7311,HSN 7311 – Tanks/Cylinders,7311_tanks_only.xlsx,usd,22000.0,44000.0
